"","gender","age","class","embarked","country","fare","sibsp","parch","survived","ageD","status","family"
"2168","male",21,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2169","male",32,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2170","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2171","male",27,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2172","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2173","male",32,"victualling crew","B","Australia",NA,NA,NA,"no","30-39","0",NA
"2174","male",23,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2175","male",39,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2176","male",37,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2177","male",39,"deck crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2178","male",42,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2179","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2180","male",28,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2181","male",35,"victualling crew","S","Ireland",NA,NA,NA,"no","30-39","0",NA
"2182","male",59,"victualling crew","S","England",NA,NA,NA,"no","50-59","0",NA
"2183","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2184","male",28,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2185","male",53,"engineering crew","S","England",NA,NA,NA,"no","50-59","0",NA
"2186","male",38,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2187","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2188","male",39,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2189","male",31,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2190","male",39,"victualling crew","S","Austria",NA,NA,NA,"no","30-39","0",NA
"2191","male",37,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2192","male",35,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2193","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2194","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2195","male",49,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2196","male",41,"victualling crew","S","United States",NA,NA,NA,"no","40-49","0",NA
"2197","male",45,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2198","male",37,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2199","male",19,"victualling crew","B","England",NA,NA,NA,"no","10-19","0",NA
"2200","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2201","male",40,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2202","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2203","male",41,"deck crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"2204","male",40,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2205","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2206","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"2207","male",26,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
